task_id,project_id,assigned_to,task_description,status_id,priority,due_date
4881,43,65,Task description for Task 4881,4,Low,2024-12-31
4882,32,19,Task description for Task 4882,3,Medium,2024-12-29
4883,37,59,Task description for Task 4883,1,High,2024-12-31
4884,14,25,Task description for Task 4884,2,High,2024-12-27
4885,34,91,Task description for Task 4885,4,Low,2024-12-21
4886,2,24,Task description for Task 4886,4,Medium,2024-12-26
4887,29,64,Task description for Task 4887,5,Medium,2024-12-31
4888,43,83,Task description for Task 4888,1,Medium,2024-12-27
4889,15,72,Task description for Task 4889,4,Medium,2024-12-26
4890,11,86,Task description for Task 4890,1,High,2024-12-21
4891,25,36,Task description for Task 4891,2,Low,2024-12-24
4892,42,52,Task description for Task 4892,5,Low,2024-12-31
4893,39,88,Task description for Task 4893,1,Low,2024-12-21
4894,49,32,Task description for Task 4894,1,Low,2024-12-22
4895,48,78,Task description for Task 4895,4,High,2024-12-29
4896,8,24,Task description for Task 4896,3,High,2024-12-30
4897,10,55,Task description for Task 4897,1,Medium,2024-12-27
4898,41,48,Task description for Task 4898,5,Medium,2024-12-24
4899,27,53,Task description for Task 4899,3,Low,2024-12-30
4900,28,81,Task description for Task 4900,1,Low,2024-12-23
4901,21,27,Task description for Task 4901,1,High,2024-12-28
4902,18,67,Task description for Task 4902,4,High,2024-12-26
4903,9,99,Task description for Task 4903,2,Medium,2024-12-30
4904,6,26,Task description for Task 4904,5,Medium,2024-12-31
4905,25,75,Task description for Task 4905,2,Low,2024-12-27
4906,18,80,Task description for Task 4906,5,Low,2024-12-31
4907,13,16,Task description for Task 4907,5,Low,2024-12-26
4908,15,74,Task description for Task 4908,4,Low,2024-12-23
4909,17,54,Task description for Task 4909,4,Low,2024-12-30
4910,13,63,Task description for Task 4910,3,Low,2024-12-20
4911,21,80,Task description for Task 4911,3,Low,2024-12-23
4912,1,12,Task description for Task 4912,3,High,2024-12-24
4913,7,45,Task description for Task 4913,4,High,2024-12-21
4914,39,95,Task description for Task 4914,4,Low,2024-12-23
4915,21,35,Task description for Task 4915,5,High,2024-12-21
4916,33,32,Task description for Task 4916,5,Medium,2024-12-27
4917,47,95,Task description for Task 4917,1,Medium,2024-12-26
4918,24,93,Task description for Task 4918,4,High,2024-12-26
4919,16,37,Task description for Task 4919,4,Low,2024-12-28
4920,20,26,Task description for Task 4920,5,Low,2024-12-24
4921,14,80,Task description for Task 4921,3,High,2024-12-24
4922,3,3,Task description for Task 4922,1,Medium,2024-12-27
4923,38,29,Task description for Task 4923,1,Low,2024-12-21
4924,14,97,Task description for Task 4924,2,Low,2024-12-31
4925,40,26,Task description for Task 4925,3,Medium,2024-12-21
4926,40,66,Task description for Task 4926,1,High,2024-12-20
4927,5,41,Task description for Task 4927,2,High,2024-12-21
4928,25,48,Task description for Task 4928,5,High,2024-12-30
4929,17,36,Task description for Task 4929,1,Low,2024-12-24
4930,48,58,Task description for Task 4930,1,Medium,2024-12-24
4931,40,57,Task description for Task 4931,2,Low,2024-12-20
4932,34,9,Task description for Task 4932,2,Low,2024-12-23
4933,28,2,Task description for Task 4933,3,Medium,2024-12-20
4934,42,75,Task description for Task 4934,3,Medium,2024-12-20
4935,42,57,Task description for Task 4935,2,Low,2024-12-28
4936,5,23,Task description for Task 4936,5,Medium,2024-12-27
4937,30,90,Task description for Task 4937,1,Medium,2024-12-22
4938,39,57,Task description for Task 4938,2,Medium,2024-12-31
4939,44,33,Task description for Task 4939,1,High,2024-12-31
4940,23,99,Task description for Task 4940,1,Low,2024-12-31
4941,32,38,Task description for Task 4941,4,Low,2024-12-27
4942,36,87,Task description for Task 4942,5,Low,2024-12-22
4943,36,19,Task description for Task 4943,1,Low,2024-12-27
4944,21,70,Task description for Task 4944,5,Medium,2024-12-28
4945,35,1,Task description for Task 4945,1,High,2024-12-29
4946,10,69,Task description for Task 4946,3,Low,2024-12-25
4947,30,88,Task description for Task 4947,4,Low,2024-12-29
4948,41,35,Task description for Task 4948,1,Medium,2024-12-30
4949,25,55,Task description for Task 4949,5,Medium,2024-12-30
4950,16,45,Task description for Task 4950,3,Medium,2024-12-31
4951,23,57,Task description for Task 4951,2,Medium,2024-12-30
4952,27,61,Task description for Task 4952,3,Low,2024-12-24
4953,44,26,Task description for Task 4953,2,Low,2024-12-24
4954,12,72,Task description for Task 4954,1,Low,2024-12-27
4955,1,51,Task description for Task 4955,4,Medium,2024-12-20
4956,10,42,Task description for Task 4956,2,High,2024-12-26
4957,34,81,Task description for Task 4957,1,High,2024-12-26
4958,46,94,Task description for Task 4958,1,Low,2024-12-29
4959,41,82,Task description for Task 4959,3,Low,2024-12-20
4960,14,49,Task description for Task 4960,1,High,2024-12-22
4961,49,41,Task description for Task 4961,4,Low,2024-12-25
4962,34,61,Task description for Task 4962,4,High,2024-12-28
4963,27,85,Task description for Task 4963,1,Medium,2024-12-22
4964,4,28,Task description for Task 4964,3,Medium,2024-12-24
4965,10,79,Task description for Task 4965,4,High,2024-12-23
4966,42,48,Task description for Task 4966,4,High,2024-12-20
4967,8,4,Task description for Task 4967,1,Low,2024-12-23
4968,14,88,Task description for Task 4968,1,High,2024-12-25
4969,13,83,Task description for Task 4969,4,Low,2024-12-25
4970,14,52,Task description for Task 4970,5,High,2024-12-28
4971,7,10,Task description for Task 4971,4,High,2024-12-31
4972,28,44,Task description for Task 4972,1,Low,2024-12-21
4973,23,64,Task description for Task 4973,2,Medium,2024-12-29
4974,3,52,Task description for Task 4974,2,Low,2024-12-24
4975,4,80,Task description for Task 4975,3,High,2024-12-28
4976,5,21,Task description for Task 4976,1,Low,2024-12-29
4977,33,14,Task description for Task 4977,2,High,2024-12-28
4978,30,87,Task description for Task 4978,3,Low,2024-12-21
4979,5,13,Task description for Task 4979,3,Low,2024-12-28
4980,42,10,Task description for Task 4980,2,Low,2024-12-21
4981,30,4,Task description for Task 4981,3,High,2024-12-29
4982,49,95,Task description for Task 4982,2,Medium,2024-12-20
4983,2,49,Task description for Task 4983,5,Medium,2024-12-30
4984,4,42,Task description for Task 4984,1,Medium,2024-12-23
4985,31,79,Task description for Task 4985,5,Low,2024-12-24
4986,7,4,Task description for Task 4986,4,High,2024-12-24
4987,29,6,Task description for Task 4987,1,Low,2024-12-21
4988,5,95,Task description for Task 4988,3,Medium,2024-12-31
4989,46,22,Task description for Task 4989,5,High,2024-12-22
4990,7,15,Task description for Task 4990,4,High,2024-12-31
4991,47,42,Task description for Task 4991,5,Medium,2024-12-29
4992,45,42,Task description for Task 4992,4,Medium,2024-12-22
4993,5,9,Task description for Task 4993,3,Medium,2024-12-21
4994,27,99,Task description for Task 4994,2,High,2024-12-27
4995,41,39,Task description for Task 4995,5,Medium,2024-12-28
4996,4,97,Task description for Task 4996,2,High,2024-12-20
4997,2,47,Task description for Task 4997,3,Medium,2024-12-31
4998,24,32,Task description for Task 4998,2,High,2024-12-29
4999,16,95,Task description for Task 4999,3,Low,2024-12-23
5000,40,71,Task description for Task 5000,2,Medium,2024-12-23
5001,10,52,Task description for Task 5001,3,High,2024-12-31
5002,44,26,Task description for Task 5002,1,Medium,2024-12-22
5003,13,15,Task description for Task 5003,1,Medium,2024-12-28
5004,39,5,Task description for Task 5004,3,Low,2024-12-22
5005,36,62,Task description for Task 5005,3,High,2024-12-30
5006,27,92,Task description for Task 5006,3,High,2024-12-23
5007,7,38,Task description for Task 5007,5,High,2024-12-30
5008,45,42,Task description for Task 5008,3,Low,2024-12-28
5009,48,99,Task description for Task 5009,3,Low,2024-12-26
5010,26,24,Task description for Task 5010,5,High,2024-12-29
5011,28,62,Task description for Task 5011,3,High,2024-12-27
5012,13,79,Task description for Task 5012,5,Low,2024-12-24
5013,35,54,Task description for Task 5013,5,Medium,2024-12-20
5014,4,86,Task description for Task 5014,1,High,2024-12-22
5015,6,44,Task description for Task 5015,1,High,2024-12-30
5016,8,53,Task description for Task 5016,3,Low,2024-12-23
5017,11,36,Task description for Task 5017,3,High,2024-12-21
5018,27,5,Task description for Task 5018,3,Low,2024-12-31
5019,17,90,Task description for Task 5019,1,High,2024-12-23
5020,36,56,Task description for Task 5020,3,High,2024-12-21
5021,47,39,Task description for Task 5021,5,Low,2024-12-28
5022,32,18,Task description for Task 5022,5,High,2024-12-21
5023,32,86,Task description for Task 5023,2,Low,2024-12-25
5024,38,62,Task description for Task 5024,4,High,2024-12-25
5025,46,69,Task description for Task 5025,4,Low,2024-12-30
5026,18,81,Task description for Task 5026,2,High,2024-12-26
5027,8,20,Task description for Task 5027,4,Low,2024-12-30
5028,8,61,Task description for Task 5028,5,Medium,2024-12-29
5029,47,49,Task description for Task 5029,2,High,2024-12-21
5030,50,4,Task description for Task 5030,1,High,2024-12-28
5031,29,64,Task description for Task 5031,1,High,2024-12-23
5032,33,88,Task description for Task 5032,5,High,2024-12-31
5033,24,41,Task description for Task 5033,4,Low,2024-12-30
5034,28,43,Task description for Task 5034,2,Low,2024-12-30
5035,26,67,Task description for Task 5035,1,Low,2024-12-28
5036,46,76,Task description for Task 5036,1,High,2024-12-25
5037,19,61,Task description for Task 5037,1,High,2024-12-27
5038,14,54,Task description for Task 5038,1,Medium,2024-12-22
5039,1,39,Task description for Task 5039,1,High,2024-12-23
5040,10,7,Task description for Task 5040,4,High,2024-12-25
5041,35,44,Task description for Task 5041,4,Medium,2024-12-22
5042,4,65,Task description for Task 5042,4,High,2024-12-23
5043,3,68,Task description for Task 5043,4,Medium,2024-12-20
5044,8,98,Task description for Task 5044,4,High,2024-12-30
5045,17,85,Task description for Task 5045,2,Low,2024-12-30
5046,12,42,Task description for Task 5046,4,Medium,2024-12-28
5047,7,86,Task description for Task 5047,1,Low,2024-12-20
5048,7,59,Task description for Task 5048,1,High,2024-12-31
5049,34,96,Task description for Task 5049,3,High,2024-12-29
5050,50,21,Task description for Task 5050,5,Medium,2024-12-20
5051,44,98,Task description for Task 5051,4,Medium,2024-12-25
5052,42,44,Task description for Task 5052,2,Medium,2024-12-26
5053,16,39,Task description for Task 5053,3,Medium,2024-12-28
5054,42,7,Task description for Task 5054,2,Medium,2024-12-23
5055,10,97,Task description for Task 5055,5,Medium,2024-12-24
5056,40,39,Task description for Task 5056,1,Low,2024-12-29
5057,36,42,Task description for Task 5057,2,Medium,2024-12-29
5058,11,82,Task description for Task 5058,5,High,2024-12-28
5059,27,43,Task description for Task 5059,5,High,2024-12-28
5060,4,70,Task description for Task 5060,1,High,2024-12-22
5061,14,14,Task description for Task 5061,2,High,2024-12-24
5062,14,81,Task description for Task 5062,4,Medium,2024-12-21
5063,16,73,Task description for Task 5063,5,High,2024-12-31
5064,46,86,Task description for Task 5064,5,High,2024-12-28
5065,3,52,Task description for Task 5065,3,Medium,2024-12-30
5066,8,21,Task description for Task 5066,1,High,2024-12-25
5067,11,26,Task description for Task 5067,5,Low,2024-12-30
5068,19,71,Task description for Task 5068,5,High,2024-12-31
5069,36,26,Task description for Task 5069,3,Medium,2024-12-22
5070,23,3,Task description for Task 5070,1,Medium,2024-12-25
5071,10,45,Task description for Task 5071,3,Medium,2024-12-27
5072,30,73,Task description for Task 5072,5,Low,2024-12-22
5073,33,50,Task description for Task 5073,3,Medium,2024-12-30
5074,26,19,Task description for Task 5074,4,High,2024-12-28
5075,5,78,Task description for Task 5075,3,High,2024-12-23
5076,27,91,Task description for Task 5076,5,High,2024-12-24
5077,20,17,Task description for Task 5077,2,Low,2024-12-29
5078,29,34,Task description for Task 5078,1,Low,2024-12-23
5079,19,45,Task description for Task 5079,3,Medium,2024-12-27
5080,16,44,Task description for Task 5080,4,Low,2024-12-29
5081,43,81,Task description for Task 5081,2,Medium,2024-12-22
5082,26,42,Task description for Task 5082,1,Low,2024-12-21
5083,18,81,Task description for Task 5083,4,Low,2024-12-22
5084,28,7,Task description for Task 5084,1,Low,2024-12-23
5085,19,84,Task description for Task 5085,2,Low,2024-12-29
5086,43,34,Task description for Task 5086,1,Low,2024-12-21
5087,22,64,Task description for Task 5087,3,High,2024-12-29
5088,21,73,Task description for Task 5088,3,Medium,2024-12-27
5089,10,78,Task description for Task 5089,1,High,2024-12-29
5090,15,86,Task description for Task 5090,1,Low,2024-12-21
5091,27,54,Task description for Task 5091,2,High,2024-12-22
5092,13,84,Task description for Task 5092,5,High,2024-12-23
5093,40,31,Task description for Task 5093,4,High,2024-12-23
5094,11,74,Task description for Task 5094,2,Low,2024-12-25
5095,48,26,Task description for Task 5095,1,Medium,2024-12-31
5096,17,91,Task description for Task 5096,4,High,2024-12-25
5097,7,95,Task description for Task 5097,1,High,2024-12-30
5098,15,38,Task description for Task 5098,2,Medium,2024-12-28
5099,41,83,Task description for Task 5099,3,High,2024-12-21
5100,50,17,Task description for Task 5100,5,High,2024-12-25
5101,20,57,Task description for Task 5101,3,Medium,2024-12-30
5102,1,22,Task description for Task 5102,4,High,2024-12-26
5103,45,39,Task description for Task 5103,3,Medium,2024-12-27
5104,3,100,Task description for Task 5104,3,Low,2024-12-24
5105,29,59,Task description for Task 5105,2,Low,2024-12-27
5106,38,19,Task description for Task 5106,3,High,2024-12-24
5107,17,65,Task description for Task 5107,3,Low,2024-12-22
5108,13,78,Task description for Task 5108,5,Low,2024-12-30
5109,44,56,Task description for Task 5109,5,Low,2024-12-31
5110,27,86,Task description for Task 5110,5,Medium,2024-12-31
5111,49,41,Task description for Task 5111,1,Low,2024-12-30
5112,15,44,Task description for Task 5112,2,Medium,2024-12-31
5113,49,57,Task description for Task 5113,5,Medium,2024-12-31
5114,18,17,Task description for Task 5114,1,Medium,2024-12-21
5115,12,87,Task description for Task 5115,5,Low,2024-12-25
5116,10,81,Task description for Task 5116,2,Medium,2024-12-26
5117,21,45,Task description for Task 5117,4,Low,2024-12-24
5118,27,35,Task description for Task 5118,4,Medium,2024-12-27
5119,22,27,Task description for Task 5119,1,Low,2024-12-23
5120,48,2,Task description for Task 5120,4,High,2024-12-23
5121,2,34,Task description for Task 5121,5,Low,2024-12-23
5122,28,3,Task description for Task 5122,5,Medium,2024-12-27
5123,7,34,Task description for Task 5123,2,Medium,2024-12-24
5124,22,41,Task description for Task 5124,1,Medium,2024-12-25
5125,33,56,Task description for Task 5125,5,Low,2024-12-29
5126,19,33,Task description for Task 5126,1,Medium,2024-12-20
5127,11,46,Task description for Task 5127,2,High,2024-12-29
5128,40,9,Task description for Task 5128,1,Low,2024-12-29
5129,14,79,Task description for Task 5129,2,Low,2024-12-25
5130,32,46,Task description for Task 5130,3,Low,2024-12-25
5131,29,56,Task description for Task 5131,1,Low,2024-12-23
5132,9,73,Task description for Task 5132,1,Medium,2024-12-25
5133,42,87,Task description for Task 5133,2,High,2024-12-27
5134,26,74,Task description for Task 5134,4,Low,2024-12-26
5135,30,47,Task description for Task 5135,1,Low,2024-12-27
5136,34,6,Task description for Task 5136,1,Low,2024-12-22
